step_index,time,alpha,acceptance_source,initial_objective,accepted_objective,strict_potential_descent,projected_residual,gauge_increment_residual,optimizer_iterations,optimizer_evaluations,optimizer_reported_success,optimizer_message,callback_count,qualifying_evaluation_index,geometry_finite,geometry_signed_volume,geometry_relative_volume,geometry_minimum_face_area_ratio,geometry_minimum_orientation_cosine,geometry_flipped_face_count,geometry_degenerate_face_count
51,1.02,9.866357858642206e-05,objective_evaluation_physical_gate,4.6954540271297101e-08,2.3672539178944642e-08,1,7.6632092660549522e-09,5.0597450098603867e-22,40,49,0,physical_gate_reached_during_objective_evaluation,40,49,1,0.29999347081593403,0.99999699043393242,0.99989077646340041,0.99999999480537161,0,0
52,1.04,0.00039426493427611179,objective_evaluation_physical_gate,5.763153021368096e-07,2.9798885491312567e-07,1,9.3294220517351338e-09,2.226455769013144e-21,49,55,0,physical_gate_reached_during_objective_evaluation,49,55,1,0.2999912008663364,0.99998942379336564,0.999506018301906,0.99999990692051177,0,0
53,1.0600000000000001,0.00088563746356556949,objective_evaluation_physical_gate,2.16789916644119e-06,1.1528258581747567e-06,1,8.9419515917696747e-09,2.9583497784665488e-21,54,59,0,physical_gate_reached_during_objective_evaluation,54,59,1,0.29998827489723162,0.99997967038009661,0.99875960138431741,0.99999948482647438,0,0
54,1.0800000000000001,0.0015708419435684464,objective_evaluation_physical_gate,5.2162771151561078e-06,2.8461838551249267e-06,1,7.8300482464417644e-09,3.4492852387740752e-21,57,65,0,physical_gate_reached_during_objective_evaluation,57,65,1,0.29998510999716355,0.99996912051534614,0.99760883797445365,0.99999828411553593,0,0
55,1.1000000000000001,0.0024471741852423235,objective_evaluation_physical_gate,9.9642757022307544e-06,5.5695102473206344e-06,1,7.8379652825871509e-09,7.3457841989338431e-21,57,62,0,physical_gate_reached_during_objective_evaluation,57,62,1,0.29998192824077285,0.99995851446179995,0.99603504233790074,0.99999568791948656,0,0
56,1.1200000000000001,0.0035111757055874327,objective_evaluation_physical_gate,1.656723635575721e-05,9.476251581916841e-06,1,9.8047337966440491e-09,9.3386962033267191e-21,57,64,0,physical_gate_reached_during_objective_evaluation,57,64,1,0.29997884982597928,0.99994825288670464,0.99403306958791815,0.9999909295547853,0,0
57,1.1400000000000001,0.0047586473766990326,objective_evaluation_physical_gate,2.5132389460870776e-05,1.470038964743571e-05,1,5.3431201959323233e-09,8.7207510861403864e-21,63,71,0,physical_gate_reached_during_objective_evaluation,63,71,1,0.29997594107436742,0.99993855686615507,0.99160570253983993,0.99998311232270565,0,0
58,1.1599999999999999,0.0061846659978068153,objective_evaluation_physical_gate,3.5738516584937515e-05,2.1365469978405331e-05,1,5.4358076269916955e-09,1.5763343741713554e-20,63,70,0,physical_gate_reached_during_objective_evaluation,63,70,1,0.29997323890375838,0.99992954946186274,0.988760609333313,0.99997122856588816,0,0
59,1.1799999999999999,0.0077836037248992414,objective_evaluation_physical_gate,4.8444716831161458e-05,2.9588004503115561e-05,1,5.3390089271313771e-09,1.3739709687512367e-20,63,73,0,physical_gate_reached_during_objective_evaluation,63,73,1,0.29997076351573093,0.99992129801368668,0.98550872360868791,0.99995417961753519,0,0
60,1.2,0.0095491502812526281,objective_evaluation_physical_gate,6.329381752310129e-05,3.9477993083590298e-05,1,9.8173085008562777e-09,2.6011185781740391e-20,62,72,0,physical_gate_reached_during_objective_evaluation,62,72,1,0.29996852524482176,0.99991383697072844,0.98186336178191602,0.99993079768850179,0,0
61,1.22,0.011474337861210533,objective_evaluation_physical_gate,8.0313372027096983e-05,5.1138067760402565e-05,1,6.4587582754788346e-09,1.9919192631116989e-20,63,72,0,physical_gate_reached_during_objective_evaluation,63,72,1,0.29996652839837851,0.99990718069108286,0.97783974419577735,0.99989986967152333,0,0
62,1.24,0.013551568628929422,objective_evaluation_physical_gate,9.9515674097699059e-05,6.4662036772669462e-05,1,7.5231119492169105e-09,2.4449057399943379e-20,62,72,0,physical_gate_reached_during_objective_evaluation,62,72,1,0.29996477331249372,0.99990133029507933,0.97345473474031186,0.99986016260121757,0,0
63,1.26,0.015772644703565569,objective_evaluation_physical_gate,0.00012089740670265004,8.0133180371944756e-05,1,7.759301681766751e-09,1.9777313381257316e-20,63,71,0,physical_gate_reached_during_objective_evaluation,63,71,1,0.29996325774934762,0.99989627832317884,0.96835721393624319,0.99981045063003571,0,0
64,1.28,0.018128800512565518,objective_evaluation_physical_gate,0.00014443924455614679,9.762247096165205e-05,1,7.8822612427701656e-09,4.0459390506095838e-20,63,73,0,physical_gate_reached_during_objective_evaluation,63,73,1,0.29996197764514515,0.99989201122914362,0.96276718500561143,0.99974954287593276,0,0
65,1.3,0.020610737385376349,objective_evaluation_physical_gate,0.00017010548162870598,0.00011718678700061244,1,9.1306373399398445e-09,2.767571148467772e-20,63,72,0,physical_gate_reached_during_objective_evaluation,63,72,1,0.29996092763586074,0.99988851113255328,0.95673155301616841,0.99967631166823201,0,0
66,1.3200000000000001,0.023208660251050173,objective_evaluation_physical_gate,0.00019784372195153405,0.00013886715665347273,1,9.5632181001300322e-09,2.3369364941346619e-20,63,71,0,physical_gate_reached_during_objective_evaluation,63,71,1,0.29996010145137958,0.99988575713263295,0.95026326587520293,0.99958972063385743,0,0
67,1.3400000000000001,0.02591231629491424,objective_evaluation_physical_gate,0.00022758464686114475,0.00016268705524250755,1,6.2981571774179056e-09,2.4083129321932839e-20,66,73,0,physical_gate_reached_during_objective_evaluation,66,73,1,0.29995949218511742,0.99988372620700361,0.94337791457922338,0.9994888521691776,0,0
68,1.3600000000000001,0.02871103542174638,objective_evaluation_physical_gate,0.0002592418441310924,0.00018865077150594,1,9.127144864995453e-09,1.4617066856056155e-20,63,70,0,physical_gate_reached_during_objective_evaluation,63,70,1,0.29995909249371899,0.99988239387735511,0.93609358014768795,0.9993729335829965,0,0
69,1.3800000000000001,0.031593772365766118,objective_evaluation_physical_gate,0.00029271170052054703,0.00021674186373592518,1,5.6556981529988879e-09,4.797595219920895e-20,68,76,0,physical_gate_reached_during_objective_evaluation,68,76,1,0.29995889486217686,0.99988173509319278,0.92843066741194857,0.99924136155976939,0,0
70,1.4000000000000001,0.034549150281252654,objective_evaluation_physical_gate,0.00032787333644929096,0.00024692172197052925,1,6.9645214731152275e-09,3.3753609866464872e-20,66,74,0,physical_gate_reached_during_objective_evaluation,66,74,1,0.29995889158696526,0.99988172417561605,0.92041164958749488,0.99909372389824413,0,0
71,1.4199999999999999,0.037565505641757257,objective_evaluation_physical_gate,0.0003645886262398086,0.00027912828655773442,1,8.8165356396093712e-09,3.3074096643586367e-20,68,75,0,physical_gate_reached_during_objective_evaluation,68,75,1,0.29995907508103187,0.99988233583397612,0.91206085266185821,0.9989298191926469,0,0
72,1.4399999999999999,0.040630934270713757,objective_evaluation_physical_gate,0.00040270226639671231,0.00031327491967249901,1,2.6979620237365125e-09,6.4012996868747278e-20,69,77,0,physical_gate_reached_during_objective_evaluation,69,77,1,0.29995943788147827,0.99988354519147826,0.90340417617236468,0.99874967210861199,0,0
73,1.46,0.043733338321784776,objective_evaluation_physical_gate,0.00044204197626448235,0.00034924951911855813,1,8.9769480029785548e-09,4.768035273954169e-20,63,76,0,physical_gate_reached_during_objective_evaluation,63,76,1,0.29995997277227177,0.99988532819422915,0.89446880706153564,0.99855354570492871,0,0
74,1.48,0.046860474023534326,objective_evaluation_physical_gate,0.00048241879505579364,0.00038691387435633333,1,9.5741189649028889e-09,3.8686655153410872e-20,62,72,0,physical_gate_reached_during_objective_evaluation,62,72,1,0.29996067288722467,0.99988766195450718,0.88528293570341032,0.99834194955360567,0,0
75,1.5,0.049999999999999996,objective_evaluation_physical_gate,0.00052362751851461062,0.00042610331144853346,1,8.8052148010308977e-09,4.7403724794851634e-20,63,73,0,physical_gate_reached_during_objective_evaluation,63,73,1,0.29996153172712559,0.99989052480786811,0.87587545538287137,0.99811564341030112,0,0
76,1.52,0.053139525976465679,objective_evaluation_physical_gate,0.00056544734362178831,0.00046662670555829017,1,8.090745826563593e-09,5.0288007579775387e-20,63,71,0,physical_gate_reached_during_objective_evaluation,63,71,1,0.29996254322435689,0.99989389652854044,0.86627567170357866,0.99787563625457709,0,0
77,1.54,0.056266661678215216,objective_evaluation_physical_gate,0.00060764269718130415,0.00050826686174954342,1,7.3784049729654868e-09,3.3196880270004011e-20,63,73,0,physical_gate_reached_during_objective_evaluation,63,73,1,0.2999637018376819,0.99989775864538899,0.85651302742258606,0.99762318124602145,0,0
78,1.5600000000000001,0.059369065729286241,objective_evaluation_physical_gate,0.00064996433938815739,0.00055078133364971937,1,7.1931808145470291e-09,3.3915402304859682e-20,63,73,0,physical_gate_reached_during_objective_evaluation,63,73,1,0.29996500248122027,0.99990209420516118,0.84661682684323836,0.99735976593071229,0,0
79,1.5800000000000001,0.062434494358242748,objective_evaluation_physical_gate,0.00069215071776328055,0.00059390369428711186,1,8.3449520400417927e-09,2.9761219228720444e-20,62,70,0,physical_gate_reached_during_objective_evaluation,62,70,1,0.29996644059060951,0.99990688799303018,0.83661599155989519,0.99708709810715834,0,0
80,1.6000000000000001,0.065450849718747373,objective_evaluation_physical_gate,0.00073392964965388096,0.00063734531080322581,1,8.0475569217621455e-09,4.7040563737585761e-20,62,72,0,physical_gate_reached_during_objective_evaluation,62,72,1,0.29996801208891388,0.99991212641895511,0.82653883033582254,0.99680708744520652,0,0
81,1.6200000000000001,0.068406227634233915,objective_evaluation_physical_gate,0.00077502028688951233,0.00068079759737710039,1,8.1208593004334892e-09,2.2254525462055197e-20,63,71,0,physical_gate_reached_during_objective_evaluation,63,71,1,0.29996971340022799,0.9999177975630279,0.81641284314459039,0.99652182384519805,0,0
82,1.6400000000000001,0.071288964578253636,objective_evaluation_physical_gate,0.00081513548522056862,0.00072393482417566356,1,6.1579503318902812e-09,2.5214603468700129e-20,64,74,0,physical_gate_reached_during_objective_evaluation,64,74,1,0.29997154137798715,0.99992389093650291,0.80626455153811127,0.99623355209910458,0,0
83,1.6600000000000001,0.074087683705085769,objective_evaluation_physical_gate,0.00085398445271302995,0.00076641740430573129,1,8.6489482866268869e-09,2.5808929847289945e-20,64,73,0,physical_gate_reached_during_objective_evaluation,64,73,1,0.29997349320765615,0.99993039715742005,0.79611935017925162,0.99594464354900447,0,0
84,1.6799999999999999,0.076791339748949833,objective_evaluation_physical_gate,0.00089127575498284953,0.00080789567895370531,1,3.5431131499070207e-09,4.4347544960378951e-20,68,79,0,physical_gate_reached_during_objective_evaluation,68,79,1,0.29997556650331908,0.99993730827257732,0.7860014154820989,0.99565756614341805,0,0
85,1.7,0.079389262614623646,objective_evaluation_physical_gate,0.00092672063029421679,0.00084801415662160839,1,9.8925073653026914e-09,4.1753154856080826e-20,67,84,0,physical_gate_reached_during_objective_evaluation,67,84,1,0.29997775899992613,0.99994461673166679,0.77593361397887883,0.99537485111486579,0,0
86,1.72,0.081871199487434487,objective_evaluation_physical_gate,0.00096003656263255409,0.00088641615957054656,1,4.2947781355752293e-09,4.1175070227573365e-20,68,77,0,physical_gate_reached_during_objective_evaluation,68,77,1,0.29998006868965416,0.99995231584181932,0.76593745951872827,0.99509906126345549,0,0
87,1.74,0.084227355296434436,objective_evaluation_physical_gate,0.00099095111198091684,0.00092274878849342662,1,9.5600276097110125e-09,3.2329187847228905e-20,67,76,0,physical_gate_reached_during_objective_evaluation,67,76,1,0.29998249350251133,0.99996039870293274,0.75603309311111921,0.99483275572003771,0,0
88,1.76,0.086448431371070569,objective_evaluation_physical_gate,0.0010192058220420991,0.0009566681253298533,1,8.2842102109322695e-09,3.0830504519160784e-20,67,74,0,physical_gate_reached_during_objective_evaluation,67,74,1,0.29998503137375782,0.9999688584324119,0.74623928110865412,0.99457845697518232,0,0
89,1.78,0.088525662138789457,objective_evaluation_physical_gate,0.0010445602914095143,0.00098784460211798295,1,8.6136021426139554e-09,2.1243038769385875e-20,68,76,0,physical_gate_reached_during_objective_evaluation,68,76,1,0.29998767995144682,0.9999776871902869,0.73657343481571991,0.99433861692667413,0,0
90,1.8,0.090450849718747381,objective_evaluation_physical_gate,0.0010667961404429204,0.001015968364409236,1,8.9791589576975433e-09,3.9195082871979413e-20,66,72,0,physical_gate_reached_during_objective_evaluation,66,72,1,0.29999043656542318,0.99998687607587389,0.72705165304698283,0.99411558494913232,0,0
91,1.8200000000000001,0.092216396275100754,objective_evaluation_physical_gate,0.0010857209073766182,0.001040754566658223,1,9.0934990654769465e-09,3.9121106053562484e-20,67,77,0,physical_gate_reached_during_objective_evaluation,67,77,1,0.29999329802428798,0.99999641445097676,0.71768876220029876,0.99391157728756307,0,0
92,1.8400000000000001,0.093815334002193176,objective_evaluation_physical_gate,0.0011011716860579144,0.0010619484226199233,1,6.3206588998749787e-09,4.5145243572186785e-20,67,75,0,physical_gate_reached_during_objective_evaluation,67,75,1,0.29999626046299072,1.0000062894318522,0.70849838607075311,0.99372864754658874,0,0
93,1.8600000000000001,0.095241352623300982,objective_evaluation_physical_gate,0.0011130184227082676,0.0010793299099466764,1,9.1466111312053862e-09,2.1402739798706534e-20,66,74,0,physical_gate_reached_during_objective_evaluation,66,74,1,0.29999931917710893,1.0000164853367981,0.6994930005251947,0.99356866030349056,0,0
94,1.8800000000000001,0.096488824294412578,objective_evaluation_physical_gate,0.0011211667769629634,0.0010927179967351059,1,8.0808483269270179e-09,3.6556910431082142e-20,65,72,0,physical_gate_reached_during_objective_evaluation,65,72,1,0.30000246848252804,1.0000269832184103,0.69068401091530085,0.99343326669991949,0,0
95,1.9000000000000001,0.097552825814757688,objective_evaluation_physical_gate,0.0011255604214270817,0.0011019742673076393,1,8.1019326877928726e-09,2.5908991381843333e-20,65,72,0,physical_gate_reached_during_objective_evaluation,65,72,1,0.300005701551943,1.0000377603185786,0.68208182085157398,0.99332388262661775,0,0
96,1.9199999999999999,0.098429158056431557,objective_evaluation_physical_gate,0.0011261827244128091,0.0011070058604108872,1,6.3457316651497689e-09,1.9655676098801473e-20,66,73,0,physical_gate_reached_during_objective_evaluation,66,73,1,0.30000901022993237,1.0000487894520551,0.67369593102203507,0.99324166994891572,0,0
97,1.9399999999999999,0.099114362536434436,objective_evaluation_physical_gate,0.0011230577347687439,0.0011077676271407518,1,5.6806068104873119e-09,1.284049201538574e-20,66,75,0,physical_gate_reached_during_objective_evaluation,66,75,1,0.30001238495846633,1.0000600387581426,0.66553501403267445,0.9931875204421563,0,0
98,1.96,0.099605735065723899,objective_evaluation_physical_gate,0.0011162504257426098,0.0011042634468446889,1,5.8532223408521138e-09,1.8406084356934381e-20,65,73,0,physical_gate_reached_during_objective_evaluation,65,73,1,0.30001581465626365,1.0000714712985446,0.65760702657860326,0.99316204329574154,0,0
99,1.98,0.099901336421413578,objective_evaluation_physical_gate,0.0011058661727339227,0.0010965466660346603,1,7.9104511562758872e-09,2.826168175061484e-20,60,69,0,physical_gate_reached_during_objective_evaluation,60,69,1,0.30001928660851035,1.0000830446897526,0.64991931944921155,0.99316555500630321,0,0
100,2,0.10000000000000001,objective_evaluation_physical_gate,0.0010920494612080462,0.0010847196346317081,1,8.9306405229523184e-09,2.5919354788338035e-20,60,69,0,physical_gate_reached_during_objective_evaluation,60,69,1,0.30002278645929031,1.0000947110778158,0.64247876621327349,0.99319807485146716,0,0
101,2.02,0.10000000000000001,objective_evaluation_physical_gate,0.0010780642712926085,0.0010718578694737988,1,8.5067385993117385e-09,1.8566695356098378e-20,59,66,0,physical_gate_reached_during_objective_evaluation,59,66,1,0.30002525623533655,1.000102943819037,0.63523713441272578,0.99324800766395693,0,0
